customer_id,issue_date,age,gender,marital_status,dependents,education_level,employment_status,annual_income,credit_score,loan_amount,term_months,interest_rate_pct,loan_purpose,home_ownership,default_12m
221,2024-07-17,32,Female,Divorced,0.0,Universität/FH,Part-time,10802.05,658,19727.68,48,7.77,Car,Rent,0
222,2024-04-30,41,Female,Divorced,2.0,Universität/FH,Employed,43106.2,706,12648.79,48,4.77,Home improvement,Rent,0
223,2023-03-21,32,Female,Widowed,,Lehre/AHS,Part-time,23786.05,548,24232.33,36,12.34,Car,Own,0
224,2023-11-09,42,Male,Widowed,1.0,Lehre/AHS,Employed,30688.77,648,12817.11,48,10.46,Home improvement,Rent,0
225,2023-08-30,43,Male,Single,0.0,Lehre/AHS,Employed,68885.05,784,16836.9,36,2.7,Car,Own,0
226,2023-07-20,18,Female,Single,0.0,Universität/FH,Part-time,22341.35,659,16295.9,60,6.98,Car,Rent,0
227,2025-04-18,37,Female,Single,0.0,Lehre/AHS,Self-employed,46526.32,753,5238.27,48,3.59,Other,Mortgage,0
228,2023-11-29,56,Female,Single,0.0,Lehre/AHS,Retired,15304.79,613,12333.24,24,8.54,Other,Mortgage,0
229,2025-02-20,32,Male,Married,1.0,Lehre/AHS,Self-employed,64696.38,664,8439.51,24,5.62,Other,Own,0
230,2024-06-17,41,Male,Divorced,3.0,Lehre/AHS,Employed,,743,25712.6,60,4.01,Car,Mortgage,0
231,2024-11-15,47,Female,Single,0.0,Lehre/AHS,Part-time,22440.18,682,1000.0,48,9.27,Other,Rent,0
232,2024-03-14,39,Male,Married,0.0,Lehre/AHS,Employed,,654,10768.52,36,5.94,Furniture/Appliances,Mortgage,0
233,2024-05-07,49,Female,Divorced,1.0,Pflichtschule,Self-employed,31876.87,599,11798.15,36,11.71,Other,Mortgage,1
234,2024-03-07,39,Male,Married,1.0,Lehre/AHS,Employed,,751,9545.88,48,4.38,Other,Mortgage,0
235,2023-05-31,44,Female,Single,,Universität/FH,Employed,,800,3542.93,48,2.57,Other,Mortgage,0
236,2024-09-27,25,Female,Married,0.0,Lehre/AHS,Employed,,605,11700.61,60,8.35,Car,Rent,0
237,2023-09-11,48,Female,Married,0.0,Lehre/AHS,Employed,36053.03,746,7502.18,12,5.01,Education,Mortgage,0
238,2023-01-25,52,Male,Married,1.0,Lehre/AHS,Employed,33957.13,646,8726.44,36,10.98,Furniture/Appliances,Mortgage,0
239,2024-06-27,20,Female,Married,1.0,Pflichtschule,Employed,48369.35,628,21116.09,36,8.82,Car,Mortgage,0
240,2023-05-17,40,Male,Single,0.0,Lehre/AHS,Employed,44009.11,681,14282.7,60,8.6,Home improvement,Rent,0
241,2025-03-27,80,Female,Widowed,0.0,Lehre/AHS,Other,21107.32,604,24249.04,48,8.05,Car,Own,0
242,2025-04-07,39,Male,Married,1.0,Universität/FH,Employed,52152.42,685,7070.64,48,8.06,Other,Mortgage,0
243,2025-03-10,37,Male,Married,2.0,Pflichtschule,Self-employed,74803.24,600,8317.97,24,11.06,Other,Own,0
244,2023-11-10,80,Male,Widowed,1.0,Lehre/AHS,Other,13028.78,693,7470.21,36,8.04,Furniture/Appliances,Own,0
245,2023-01-17,54,Male,Single,0.0,Pflichtschule,Unemployed,,765,13504.38,60,3.99,Home improvement,Mortgage,0
246,2025-03-19,37,Female,Single,0.0,Lehre/AHS,Self-employed,27220.34,631,26682.86,60,8.68,Car,Mortgage,0
247,2024-01-12,46,Male,Married,1.0,Lehre/AHS,Self-employed,24282.34,642,3491.12,24,9.45,Education,Own,0
248,2025-04-15,64,Female,Single,0.0,Lehre/AHS,Employed,31553.78,680,10227.15,48,6.71,Car,Rent,0
249,2025-04-14,36,Female,Married,1.0,Lehre/AHS,Employed,35251.72,723,4821.82,60,4.66,Home improvement,Rent,0
250,2025-01-16,37,Male,Single,0.0,Lehre/AHS,Employed,80412.95,699,13418.25,24,7.24,Other,Mortgage,0
251,2023-09-20,39,Female,Single,1.0,Lehre/AHS,Employed,34926.72,720,7697.68,36,4.71,Furniture/Appliances,Mortgage,0
252,2023-11-22,71,Male,Married,0.0,Universität/FH,Self-employed,23548.2,636,3203.84,48,11.64,Furniture/Appliances,Own,0
253,2025-01-15,52,Male,Single,1.0,Lehre/AHS,Employed,54464.51,711,20498.33,48,4.22,Car,Mortgage,0
254,2023-10-04,25,Male,Married,0.0,Lehre/AHS,Employed,52548.96,518,18380.07,72,13.1,Car,Rent,1
255,2023-05-12,63,Female,Married,0.0,Lehre/AHS,Retired,18123.98,702,9678.48,36,5.99,Furniture/Appliances,Rent,1
256,2024-04-23,39,Male,Divorced,1.0,Universität/FH,Employed,49161.16,601,23971.33,36,9.96,Car,Mortgage,0
257,2025-03-25,24,Female,Married,0.0,Lehre/AHS,Student,3697.37,622,32590.79,48,9.59,Car,Rent,0
258,2024-09-10,36,Female,Single,2.0,Lehre/AHS,Employed,53937.62,721,6724.94,48,5.08,Home improvement,Rent,0
259,2024-05-02,38,Female,Married,1.0,Pflichtschule,Employed,52329.58,607,1960.68,60,11.32,Home improvement,Own,0
260,2023-03-23,62,Male,Married,0.0,Lehre/AHS,Retired,16514.08,733,19123.82,48,5.81,Home improvement,Rent,0
261,2024-06-04,26,Female,Married,1.0,Lehre/AHS,Employed,117140.38,685,21906.99,60,7.35,Home improvement,Rent,0
262,2025-04-30,62,Female,Married,1.0,Lehre/AHS,Part-time,32473.84,756,6070.14,60,4.51,Home improvement,Own,0
263,2023-04-24,40,Female,Married,,Lehre/AHS,Employed,51113.12,644,13626.36,36,9.71,Car,Rent,0
264,2024-03-26,25,Female,Married,2.0,Lehre/AHS,Employed,28376.8,578,21721.83,48,13.45,Car,Own,0
265,2025-02-07,75,Female,Married,0.0,Lehre/AHS,Retired,27663.4,680,18572.41,24,7.27,Other,Own,0
266,2024-10-09,42,Male,Single,0.0,Pflichtschule,Employed,43647.11,696,8863.74,72,6.37,Home improvement,Mortgage,0
267,2024-09-11,34,Male,Single,0.0,Lehre/AHS,Employed,48595.81,703,15609.47,72,5.49,Home improvement,Mortgage,0
268,2024-09-13,43,Male,Married,0.0,Pflichtschule,Employed,28883.18,620,1705.99,60,9.99,Home improvement,Mortgage,0
269,2023-11-02,58,Male,Single,0.0,Pflichtschule,Retired,16047.02,568,19007.07,60,12.64,Car,Own,0
270,2023-09-20,29,Male,Single,0.0,Lehre/AHS,Employed,60644.16,674,19431.76,48,6.78,Car,Rent,0
271,2024-11-27,30,Male,Single,0.0,Lehre/AHS,Employed,73974.04,712,25272.78,60,4.92,Home improvement,Mortgage,0
272,2024-11-27,29,Male,Married,1.0,Lehre/AHS,Employed,66105.28,719,10053.26,48,5.71,Home improvement,Own,0
273,2025-01-30,26,Female,Married,1.0,Lehre/AHS,Employed,53563.5,773,19804.87,60,2.53,Home improvement,Rent,0
274,2025-03-10,55,Male,Married,3.0,Lehre/AHS,Retired,25554.89,655,16141.19,48,7.16,Car,Rent,0
275,2024-03-21,44,Female,Married,1.0,Lehre/AHS,Employed,36993.19,578,20451.66,72,15.0,Car,Rent,0
276,2024-03-14,26,Male,Married,,Universität/FH,Other,22242.49,702,29541.25,72,6.39,Home improvement,Rent,0
277,2024-11-19,31,Female,Married,0.0,Lehre/AHS,Employed,,705,27551.71,48,4.92,Home improvement,Rent,0
278,2024-07-03,26,Female,Married,0.0,Lehre/AHS,Self-employed,41530.98,684,19802.84,36,7.23,Other,Rent,0
279,2024-09-13,67,Male,Single,,Lehre/AHS,Retired,35857.04,727,21987.86,48,5.07,Car,Own,0
280,2024-11-15,35,Male,Widowed,0.0,Lehre/AHS,Employed,,735,8948.69,48,4.39,Other,Mortgage,0
281,2025-02-19,81,Male,Divorced,,Lehre/AHS,Employed,,690,11424.63,36,7.38,Other,Own,0
282,2023-10-18,44,Male,Married,2.0,Lehre/AHS,Employed,51826.69,743,18262.34,60,5.0,Home improvement,Mortgage,0
283,2023-11-15,34,Female,Divorced,1.0,Lehre/AHS,Employed,44263.99,696,9167.94,36,6.76,Furniture/Appliances,Rent,0
284,2023-03-21,58,Female,Married,0.0,Lehre/AHS,Part-time,20637.75,608,6443.07,36,9.2,Other,Rent,0
285,2024-05-08,36,Male,Married,0.0,Pflichtschule,Self-employed,108893.1,679,16242.2,72,6.99,Car,Mortgage,0
286,2023-02-03,54,Male,Married,1.0,Lehre/AHS,Employed,68950.43,727,17018.71,36,4.83,Car,Mortgage,0
287,2024-02-15,68,Male,Married,1.0,Lehre/AHS,Retired,14516.2,626,25351.58,36,10.88,Car,Own,0
288,2024-04-12,20,Male,Divorced,0.0,Universität/FH,Student,5354.57,675,23253.26,60,7.44,Home improvement,Rent,0
289,2023-09-14,19,Female,Married,,Lehre/AHS,Unemployed,1470.68,641,35917.17,36,9.98,Car,Mortgage,0
290,2024-05-16,55,Male,Widowed,1.0,Lehre/AHS,Retired,43458.48,693,12128.23,36,5.89,Other,Rent,0
291,2023-01-31,27,Female,Single,0.0,Pflichtschule,Employed,,738,9481.0,48,5.16,Home improvement,Rent,0
292,2023-02-06,29,Male,Married,1.0,Lehre/AHS,Employed,48675.87,682,7605.55,36,8.54,Other,Rent,0
293,2024-12-12,24,Male,Married,0.0,Universität/FH,Employed,,671,19212.49,48,7.03,Car,Rent,0
294,2023-11-03,19,Female,Married,2.0,Lehre/AHS,Student,2963.14,632,12518.75,24,10.0,Furniture/Appliances,Rent,0
295,2023-04-14,55,Male,Single,0.0,Lehre/AHS,Retired,26076.07,655,10198.82,36,7.15,Furniture/Appliances,Rent,0
296,2024-03-28,29,Female,Married,0.0,Lehre/AHS,Other,15790.65,660,5572.34,72,7.02,Home improvement,Rent,0
297,2024-10-28,45,Female,Divorced,1.0,Universität/FH,Employed,67437.59,756,9715.78,36,4.44,Other,Rent,0
298,2023-06-19,55,Male,Single,0.0,Lehre/AHS,Retired,30648.22,635,4699.66,48,9.19,Home improvement,Mortgage,0
299,2024-06-11,36,Male,Married,2.0,Lehre/AHS,Employed,37186.69,635,22962.39,48,9.02,Car,Mortgage,0
300,2023-03-15,19,Female,Married,0.0,Lehre/AHS,Unemployed,10122.28,701,6465.96,48,3.83,Other,Rent,0
301,2023-02-17,52,Female,Widowed,1.0,Lehre/AHS,Self-employed,56712.04,656,10721.36,60,7.1,Home improvement,Own,0
302,2024-04-05,23,Female,Married,0.0,Lehre/AHS,Employed,35241.89,660,10606.34,48,5.7,Car,Rent,0
303,2024-04-11,50,Male,Single,0.0,Universität/FH,Employed,68633.49,660,20297.73,72,6.88,Home improvement,Mortgage,0
304,2024-06-21,59,Female,Married,0.0,Lehre/AHS,Employed,40363.7,584,11626.0,24,9.17,Furniture/Appliances,Rent,0
305,2024-10-01,41,Male,Married,1.0,Lehre/AHS,Part-time,23800.71,652,10149.4,60,7.84,Home improvement,Mortgage,0
306,2025-04-21,39,Female,Single,0.0,Pflichtschule,Employed,,723,7513.96,24,6.03,Furniture/Appliances,Mortgage,0
307,2024-03-25,40,Female,Married,0.0,Lehre/AHS,Employed,18233.12,644,6562.08,48,11.18,Furniture/Appliances,Mortgage,0
308,2023-10-09,42,Male,Divorced,0.0,Universität/FH,Other,16476.24,579,18908.7,36,14.31,Car,Rent,1
309,2024-11-15,58,Female,Divorced,0.0,Lehre/AHS,Employed,54745.32,698,15901.72,72,5.96,Car,Mortgage,0
310,2023-09-05,60,Male,Single,1.0,Lehre/AHS,Employed,51608.59,644,4699.25,48,9.75,Furniture/Appliances,Own,0
311,2024-01-23,33,Female,Widowed,0.0,Universität/FH,Employed,27201.33,537,12105.86,24,15.0,Furniture/Appliances,Mortgage,0
312,2023-03-09,51,Male,Married,,Pflichtschule,Self-employed,90084.86,683,6801.42,60,5.59,Car,Rent,0
313,2023-01-25,90,Female,Single,0.0,Lehre/AHS,Part-time,18925.19,706,22520.57,72,4.53,Car,Own,0
314,2025-04-11,68,Male,Single,2.0,Universität/FH,Retired,16207.87,730,11416.66,24,5.64,Other,Mortgage,0
315,2025-01-01,36,Female,Single,0.0,Lehre/AHS,Employed,92313.05,772,18269.59,48,3.91,Other,Mortgage,0
316,2024-09-10,43,Female,Married,0.0,Lehre/AHS,Employed,29502.38,699,7290.84,36,7.55,Furniture/Appliances,Mortgage,0
317,2023-12-20,35,Male,Single,0.0,Pflichtschule,Employed,70764.27,735,18143.49,36,4.06,Car,Rent,0
318,2023-05-16,84,Male,Single,0.0,Lehre/AHS,Retired,19862.14,608,5574.62,24,10.08,Furniture/Appliances,Own,0
319,2023-05-04,27,Female,Married,0.0,Pflichtschule,Employed,44728.93,754,21777.82,60,1.93,Car,Rent,0
320,2023-08-02,37,Male,Married,3.0,Lehre/AHS,Unemployed,7366.39,714,5875.31,48,5.13,Furniture/Appliances,Rent,0
321,2024-04-17,34,Female,Married,1.0,Pflichtschule,Part-time,12990.42,631,4613.64,48,10.62,Furniture/Appliances,Mortgage,1
322,2024-09-23,29,Male,Married,,Lehre/AHS,Unemployed,11682.27,683,9840.41,60,7.45,Home improvement,Rent,0
323,2024-07-22,44,Female,Single,0.0,Lehre/AHS,Employed,49152.75,698,15265.93,72,7.03,Car,Mortgage,0
324,2023-09-11,74,Male,Divorced,1.0,Lehre/AHS,Employed,77645.95,775,4982.13,36,4.2,Furniture/Appliances,Rent,0
325,2025-04-07,20,Male,Single,0.0,Lehre/AHS,Employed,51392.82,662,10426.54,24,6.76,Other,Rent,0
326,2024-10-08,41,Male,Married,0.0,Lehre/AHS,Self-employed,191365.35,650,13638.24,60,7.0,Home improvement,Rent,0
327,2024-04-22,19,Male,Married,0.0,Pflichtschule,Student,3436.55,597,9648.78,48,10.41,Furniture/Appliances,Mortgage,0
328,2024-05-31,29,Male,Single,0.0,Pflichtschule,Other,24207.1,707,20736.15,60,4.02,Car,Rent,0
329,2024-01-04,41,Female,Widowed,1.0,Pflichtschule,Employed,26512.89,576,4391.83,36,13.94,Furniture/Appliances,Mortgage,1
330,2023-07-27,40,Female,Married,1.0,Lehre/AHS,Employed,34403.27,520,1632.35,36,12.17,Furniture/Appliances,Rent,1
331,2023-10-31,28,Female,Single,,Pflichtschule,Employed,51160.57,733,14719.21,48,3.89,Car,Rent,0
332,2024-10-21,33,Female,Divorced,1.0,Lehre/AHS,Employed,41413.28,687,10291.3,24,7.84,Furniture/Appliances,Mortgage,0
333,2023-01-16,22,Male,Married,0.0,Lehre/AHS,Employed,55546.54,665,10223.33,24,8.65,Furniture/Appliances,Rent,0
334,2023-04-05,35,Female,Married,0.0,Universität/FH,Employed,32050.36,603,21892.74,48,10.47,Home improvement,Own,0
335,2023-02-13,86,Male,Married,1.0,Lehre/AHS,Retired,27063.53,600,24189.7,48,8.26,Car,Own,1
336,2023-02-08,82,Female,Married,0.0,Lehre/AHS,Retired,22169.56,642,25435.73,60,9.95,Car,Mortgage,0
337,2025-01-20,26,Male,Single,0.0,Lehre/AHS,Employed,34411.12,684,12031.58,24,7.83,Other,Rent,0
338,2024-09-16,44,Male,Single,,Lehre/AHS,Part-time,33629.54,646,27620.59,60,9.35,Home improvement,Rent,0
339,2024-02-22,75,Male,Married,0.0,Lehre/AHS,Retired,12341.68,715,86483.38774494051,60,12.659058237248102,Car,Own,0
340,2023-03-23,19,Female,Single,3.0,Universität/FH,Student,2713.48,586,19996.32,36,10.93,Other,Rent,0
341,2024-03-07,58,Male,Married,3.0,Lehre/AHS,Self-employed,145667.84,666,16868.06,36,5.09,Car,Mortgage,0
342,2024-02-22,74,Female,Married,,Lehre/AHS,Retired,25893.18,730,10436.42,60,4.99,Home improvement,Own,0
343,2023-05-16,19,Male,Single,0.0,Lehre/AHS,Student,4051.56,606,19038.09,48,9.93,Car,Rent,0
344,2024-01-18,27,Female,Single,0.0,Universität/FH,Unemployed,6052.25,638,9812.6,36,10.4,Other,Mortgage,0
345,2023-12-05,89,Female,Married,1.0,Lehre/AHS,Retired,33105.22,649,12751.29,60,11.01,Home improvement,Own,0
346,2024-06-05,44,Male,Married,1.0,Lehre/AHS,Employed,,649,9619.0,36,10.34,Furniture/Appliances,Own,0
347,2024-06-19,20,Male,Married,0.0,Lehre/AHS,Part-time,18558.89,645,14283.76,48,10.62,Home improvement,Rent,0
348,2023-02-13,30,Female,Married,0.0,Lehre/AHS,Employed,36122.43,687,16964.12,60,7.47,Car,Rent,0
349,2023-11-15,40,Female,Single,2.0,Lehre/AHS,Employed,66168.92,697,12227.8,48,8.03,Home improvement,Own,0
350,2024-06-12,55,Male,Married,0.0,Lehre/AHS,Retired,40591.07,636,23523.36,60,11.64,Home improvement,Rent,0
351,2024-03-15,49,Female,Single,0.0,Lehre/AHS,Employed,27397.21,659,11585.83,48,7.79,Other,Mortgage,0
352,2025-01-21,88,Female,Married,0.0,Universität/FH,Retired,14733.94,747,1618.62,36,5.85,Other,Own,0
353,2024-07-18,31,Male,Married,0.0,Lehre/AHS,Part-time,24553.89,579,17553.12,36,14.58,Other,Rent,0
354,2023-05-09,39,Female,Divorced,1.0,Universität/FH,Employed,19949.38,740,22167.54,60,5.02,Car,Mortgage,0
355,2023-03-03,40,Male,Married,2.0,Lehre/AHS,Employed,52362.88,693,23195.65,60,5.14,Car,Own,0
356,2024-06-25,44,Male,Married,2.0,Pflichtschule,Other,28583.21,660,21503.5,60,7.86,Home improvement,Mortgage,0
357,2023-01-26,33,Female,Married,1.0,Pflichtschule,Employed,25778.95,719,10942.2,48,5.57,Furniture/Appliances,Mortgage,0
358,2024-05-14,74,Male,Divorced,1.0,Lehre/AHS,Unemployed,10485.13,571,5242.66,24,15.0,Furniture/Appliances,Own,0
359,2025-03-27,56,Male,Married,0.0,Lehre/AHS,Retired,21377.49,723,4648.93,36,6.1,Other,Mortgage,0
360,2024-05-06,37,Female,Single,0.0,Lehre/AHS,Employed,75721.51,784,21982.01,36,4.73,Other,Own,0
361,2023-11-24,52,Female,Divorced,3.0,Lehre/AHS,Part-time,16979.68,707,16509.61,60,3.81,Car,Mortgage,1
362,2024-06-26,30,Female,Single,0.0,Lehre/AHS,Employed,72582.86,586,6757.31,12,10.79,Education,Mortgage,0
363,2024-02-08,36,Female,Single,0.0,Lehre/AHS,Employed,,707,12894.39,36,4.54,Furniture/Appliances,Mortgage,0
364,2024-04-16,46,Female,Single,3.0,Lehre/AHS,Employed,55868.05,777,11895.46,48,3.36,Home improvement,Mortgage,0
365,2025-03-28,41,Male,Married,0.0,Lehre/AHS,Employed,,763,6919.63,36,3.99,Furniture/Appliances,Mortgage,0
366,2023-11-23,90,Male,Single,0.0,Lehre/AHS,Unemployed,9681.03,589,14632.32,36,9.73,Other,Rent,0
367,2025-04-10,48,Female,Divorced,2.0,Universität/FH,Employed,32342.95,716,16490.12,72,4.71,Home improvement,Mortgage,0
368,2025-03-04,40,Male,Married,1.0,Lehre/AHS,Part-time,29595.52,767,22475.56,36,3.34,Car,Mortgage,0
369,2023-06-01,48,Female,Single,0.0,Lehre/AHS,Part-time,17880.66,650,14437.01,48,6.61,Home improvement,Rent,0
370,2023-03-03,33,Female,Married,0.0,Universität/FH,Self-employed,27375.89,599,7368.17,36,12.39,Other,Own,0
371,2023-03-27,44,Male,Single,,Lehre/AHS,Self-employed,122193.64,730,8335.29,36,5.9,Other,Own,0
372,2023-01-19,32,Female,Married,1.0,Lehre/AHS,Employed,51661.7,746,25969.88,36,4.05,Car,Rent,0
373,2023-03-22,44,Female,Married,1.0,Lehre/AHS,Self-employed,60928.79,683,7113.14,24,8.43,Furniture/Appliances,Rent,0
374,2024-09-02,46,Male,Married,1.0,Lehre/AHS,Employed,45352.83,610,22143.62,72,11.42,Car,Mortgage,0
375,2023-03-06,37,Female,Single,0.0,Pflichtschule,Employed,39964.39,722,15156.0,48,3.58,Car,Rent,0
376,2023-10-05,47,Female,Married,1.0,Universität/FH,Part-time,19307.69,609,29281.95,48,11.22,Home improvement,Own,0
377,2025-01-09,38,Male,Married,1.0,Lehre/AHS,Employed,58531.54,712,17232.12,48,4.69,Home improvement,Rent,0
378,2023-01-24,34,Female,Married,2.0,Universität/FH,Part-time,27567.99,747,21698.06,36,4.81,Car,Mortgage,0
379,2024-12-02,56,Female,Married,0.0,Lehre/AHS,Part-time,21069.65,567,7852.56,12,15.0,Education,Mortgage,0
380,2023-09-12,31,Female,Single,1.0,Lehre/AHS,Employed,32319.01,711,7595.52,48,5.49,Other,Mortgage,0
381,2023-04-06,35,Female,Divorced,1.0,Pflichtschule,Employed,55661.06,679,23356.24,72,7.11,Home improvement,Rent,1
382,2024-09-11,44,Female,Single,0.0,Universität/FH,Employed,,658,12418.47,48,7.11,Car,Own,0
383,2024-06-14,28,Male,Single,,Lehre/AHS,Self-employed,21273.7,681,16927.9,60,7.24,Car,Rent,0
384,2025-02-07,24,Female,Married,0.0,Lehre/AHS,Other,4184.84,583,15993.86,60,8.94,Car,Rent,0
385,2024-10-07,48,Female,Widowed,1.0,Lehre/AHS,Employed,47339.51,616,10597.01,48,8.63,Car,Rent,0
386,2024-11-22,36,Male,Married,0.0,Lehre/AHS,Employed,38908.64,572,7356.57,36,12.86,Other,Mortgage,0
387,2023-09-12,40,Male,Single,2.0,Lehre/AHS,Employed,,754,14636.34,48,4.01,Home improvement,Rent,0
388,2023-05-19,77,Female,Single,0.0,Lehre/AHS,Retired,16245.19,647,14550.41,48,8.46,Car,Own,0
389,2024-10-15,36,Female,Married,2.0,Lehre/AHS,Employed,44687.61,701,13828.38,48,4.16,Car,Own,0
390,2024-11-25,61,Female,Divorced,0.0,Universität/FH,Retired,18876.99,645,10205.38,48,11.13,Other,Mortgage,0
391,2025-04-30,29,Female,Single,0.0,Lehre/AHS,Employed,78748.05,625,14440.06,60,8.59,Home improvement,Rent,0
392,2023-12-27,39,Female,Married,0.0,Lehre/AHS,Self-employed,73237.81,729,13139.79,48,4.33,Home improvement,Rent,0
393,2023-11-13,57,Female,Single,0.0,Lehre/AHS,Retired,30310.77,690,6137.08,48,7.24,Home improvement,Rent,0
394,2024-10-31,41,Female,Married,2.0,Universität/FH,Part-time,21532.28,641,18027.32,48,8.48,Car,Mortgage,0
395,2023-10-19,54,Male,Divorced,,Lehre/AHS,Employed,69363.34,702,6668.63,36,6.26,Other,Rent,0
396,2025-03-21,42,Female,Married,1.0,Lehre/AHS,Self-employed,43750.91,626,20429.39,60,9.86,Car,Rent,0
397,2025-01-22,20,Female,Married,0.0,Lehre/AHS,Student,4310.27,677,6323.5,48,6.82,Furniture/Appliances,Own,0
398,2024-01-15,39,Female,Married,1.0,Lehre/AHS,Employed,41582.71,723,19806.23,60,3.97,Car,Mortgage,0
399,2024-10-16,38,Female,Married,1.0,Universität/FH,Employed,26152.9,700,5824.28,60,5.76,Home improvement,Mortgage,0
400,2024-10-17,58,Female,Married,0.0,Universität/FH,Retired,8142.06,627,3015.77,48,10.5,Other,Own,0
401,2023-03-28,32,Male,Married,1.0,Lehre/AHS,Unemployed,15154.98,649,7115.08,24,11.44,Education,Mortgage,1
402,2025-02-28,66,Male,Single,0.0,Lehre/AHS,Retired,29944.52,766,23826.76,36,3.31,Car,Own,0
403,2024-03-18,71,Male,Married,2.0,Pflichtschule,Employed,62929.94,772,12250.93,60,4.67,Home improvement,Own,0
404,2024-12-17,31,Male,Single,0.0,Lehre/AHS,Employed,87611.2,786,20138.18,48,2.1,Car,Rent,0
405,2023-10-06,32,Female,Divorced,1.0,Lehre/AHS,Self-employed,15370.98,600,7751.43,36,11.34,Other,Mortgage,0
406,2025-02-24,59,Male,Single,0.0,Lehre/AHS,Employed,45879.65,627,11291.68,36,11.86,Furniture/Appliances,Own,0
407,2023-11-27,74,Male,Married,2.0,Lehre/AHS,Retired,24170.76,675,13578.29,60,7.43,Home improvement,Own,0
408,2023-01-12,38,Female,Single,0.0,Universität/FH,Employed,55305.79,707,17505.62,36,4.6,Car,Mortgage,0
409,2025-03-04,27,Female,Single,0.0,Lehre/AHS,Employed,33470.25,670,24831.49,48,5.97,Car,Rent,0
410,2023-03-20,42,Male,Single,0.0,Lehre/AHS,Employed,34159.86,649,4451.84,24,9.35,Education,Rent,0
411,2023-10-05,46,Female,Married,0.0,Pflichtschule,Employed,27923.24,734,16096.31,48,4.07,Home improvement,Mortgage,0
412,2025-04-03,33,Female,Married,1.0,Lehre/AHS,Employed,63776.04,689,14757.65,60,5.82,Car,Rent,0
413,2025-04-03,49,Male,Divorced,1.0,Universität/FH,Part-time,19324.47,582,13322.75,24,11.81,Other,Mortgage,0
414,2024-05-06,21,Male,Single,0.0,Lehre/AHS,Student,2193.69,575,24077.09,60,12.65,Car,Rent,0
415,2024-06-18,25,Female,Married,1.0,Lehre/AHS,Employed,53258.4,706,13556.53,48,4.39,Car,Rent,0
416,2024-02-01,41,Female,Married,0.0,Lehre/AHS,Employed,33396.47,820,12776.79,36,2.48,Car,Rent,0
417,2023-09-19,40,Female,Single,0.0,Lehre/AHS,Employed,23484.7,595,21442.71,60,11.01,Car,Rent,0
418,2023-10-12,29,Male,Married,2.0,Universität/FH,Self-employed,19549.56,632,28585.73,60,10.97,Home improvement,Rent,0
419,2024-08-14,39,Male,Married,2.0,Lehre/AHS,Part-time,25423.2,791,10651.91,24,4.16,Furniture/Appliances,Rent,0
420,2024-10-16,26,Female,Single,0.0,Universität/FH,Part-time,26020.0,635,18938.33,60,9.29,Car,Rent,0
421,2024-11-13,29,Male,Single,0.0,Universität/FH,Self-employed,44729.18,686,15728.49,48,7.14,Car,Mortgage,0
422,2024-11-12,32,Male,Married,1.0,Universität/FH,Employed,60472.4,794,13919.39,36,3.99,Car,Mortgage,0
423,2023-03-20,76,Female,Single,0.0,Universität/FH,Unemployed,4274.74,625,23585.37,60,9.87,Car,Own,0
424,2024-03-08,40,Male,Married,,Pflichtschule,Employed,30285.71,662,24613.87,36,7.06,Car,Mortgage,0
425,2023-02-22,37,Female,Divorced,2.0,Universität/FH,Self-employed,160113.66,670,16844.2,72,7.53,Car,Rent,0
426,2024-04-17,40,Female,Married,1.0,Pflichtschule,Employed,,616,18766.36,48,8.95,Car,Rent,0
427,2024-01-25,77,Male,Married,0.0,Pflichtschule,Other,25636.63,767,6093.91,24,4.09,Education,Mortgage,0
428,2025-02-17,34,Female,Single,0.0,Pflichtschule,Part-time,16379.72,623,29064.23,48,9.96,Car,Mortgage,0
429,2023-10-25,52,Male,Divorced,,Lehre/AHS,Part-time,23645.73,613,8195.46,24,8.79,Furniture/Appliances,Rent,0
430,2023-04-06,54,Female,Single,0.0,Lehre/AHS,Employed,42627.27,652,15095.24,60,6.77,Car,Rent,0
431,2023-04-25,51,Male,Married,2.0,Lehre/AHS,Employed,82397.35,737,4530.07,24,5.39,Furniture/Appliances,Own,0
